Robin Hood: Men in Tights,104
Romeo Is Bleeding,100
Romper Stomper,94
Ruby in Paradise,114
Rudy,114
The Saint of Fort Washington,99
Savage Nights,126
Schindler's List,195
The Scout,101
Searching for Bobby Fischer,110
Second Best,105
The Secret Garden,102
Serial Mom,95
The Shadow,108
Shadowlands,131
Short Cuts,187
A Simple Twist of Fate,106
Sirens,98
Six Degrees of Separation,112
Sleepless in Seattle,105
Sliver,108
Blade Runner,117
Son in Law,95
So I Married an Axe Murderer,93
Striking Distance,102
Harem,113
Super Mario Bros.,104
Surviving the Game,96
Terminal Velocity,102
Thirty Two Short Films About Glenn Gould,93
Threesome,93
The Nightmare Before Christmas,76
The Three Musketeers,105
Tombstone,130
Trial by Jury,107
True Romance,120
The War Room,96
The Pagemaster,80
"Paris, France",112
"The Beans of Egypt, Maine",0
Killer,97
Welcome to the Dollhouse,88
Germinal,160
Chasers,102
Cronos,94
Naked in New York,95
Kika,117
Bhaji on the Beach,100
Little Big League,119
The Slingshot,102
Wide Eyed and Legless,102
Foreign Student,90
"Ciao, Professore!",100
Spanking the Monkey,106
The Little Rascals,82
Ã€ la mode,82
Andre,94
The Escort,92
Princess Caraboo,97
The Celluloid Closet,102
CafÃ© au Lait,94
Dear Diary,100
I Don't Want to Talk About It,106
The Brady Bunch Movie,84
Home Alone,103
Ghost,127
Aladdin,90
Terminator 2: Judgment Day,137
Dances with Wolves,181
Tough and Deadly,92
Batman,126
The Silence of the Lambs,119
Snow White and the Seven Dwarfs,83
Beauty and the Beast,84
Pinocchio,88
Pretty Woman,119
Window to Paris,87
The Wild Bunch,145
Love and a .45,101
The Wooden Man's Bride,113
A Great Day in Harlem,60
Bye Bye Love,106
One Fine Day,108
Candyman: Farewell to the Flesh,93
Century,112
Fargo,98
Homeward Bound II: Lost in San Francisco,89
Heavy Metal,90
Hellraiser: Bloodline,86
The Pallbearer,97
Jane Eyre,112
Loaded,91
Bread and Chocolate,100
The Aristocats,78
The Flower of My Secret,107
Two Much,118
Ed,94
Scream of Stone,105
My Favorite Season,127
A Modern Affair,90
Condition Red,83
Halfaouine: Boy of the Terraces,98
A Thin Line Between Love and Hate,108
The Last Supper,92
Primal Fear,129
Rude,89
Carried Away,109
All Dogs Go to Heaven 2,82
Land and Freedom,109
Denise Calls Up,80
Theodore Rex,92
A Family Thing,109
Frisk,88
Sgt. Bilko,90
Jack & Sarah,110
Girl 6,108
Diabolique,107
"Little Indian, Big City",90
Roula,97
Peanuts â€“ Die Bank zahlt alles,0
Happy Weekend,0
Nelly and Monsieur Arnaud,106
Courage Under Fire,117
Mission: Impossible,110
Cold Fever,85
Moll Flanders,123
The Superwife,86
"301, 302",100
DragonHeart,103
Und keiner weint mir nach,0
My Mother's Courage,93
Eddie,100
Yankee Zulu,100
Billy's Holiday,92
Purple Noon,115
August,94
James and the Giant Peach,79
Fear,97
Kids in the Hall: Brain Candy,89
Faithful,91
Underground,170
All Things Fair,130
Bloodsport II,90
Pather Panchali,125
The World of Apu,117
Mystery Science Theater 3000: The Movie,73
Tarantella,100
Space Jam,88
Barbarella,98
Hostile Intentions,90
They Bite,98
Some Folks Call It a Sling Blade,25
The Run of the Country,0
Alphaville,100
Coup de Torchon,128
Tigrero: A Film That Was Never Made,75
The Eye of Vichy,110
Windows,96
It's My Party,110
Country Life,118
Operation Dumbo Drop,107
The Promise,115
Mrs. Winterbourne,105
Solo,94
Under The Domim Tree,0
The Substitute,114
True Crime,94
Butterfly Kiss,88
Feeling Minnesota,99
Delta of Venus,99
To Cross the Rubicon,0
Angus,90
Priest Daens,138
Faces,130
Boys,86
The Quest,95
Cosi,102
Sunset Park,99
Mulholland Falls,107
The Truth About Cats & Dogs,93
Oliver & Company,74
Celtic Pride,91
Flipper,95
Captives,100
Of Love and Shadows,103
Dead Man,121
The Horseman on the Roof,135
Switchblade Sisters,91
Mouth to Mouth,106
The Visitors,107
Multiplicity,117
"The Haunted World of Edward D. Wood, Jr.",112
Two Friends,86
The Craft,101
The Great White Hype,91
Last Dance,103
War Stories Our Mother Never Told Us,95
Cold Comfort Farm,95
"Institute Benjamenta, or This Dream People Call Human Life",104
Heaven's Prisoners,132
Original Gangstas,99
The Rock,136
Getting Away with Murder,91
Cemetery Man,105
Twister,113
Barb Wire,98
Le GarÃ§u,102
Honeymoon,92
Ghost in the Shell,83
Thinner,92
Spy Hard,81
Brothers in Trouble,102
A Close Shave,30
Force of Evil,78
The Stupids,94
The Arrival,115
The Man from Down Under,103
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,95
Careful,100
Vermont Is for Lovers,88
A Month by the Lake,92
Gold Diggers: The Secret of Bear Mountain,94
Kim,113
Carmen Miranda: Bananas Is My Business,91
Ashes of Time,100
The Jar,86
Maya Lin: A Strong Clear Vision,105
Stalingrad,134
The Phantom,100
Striptease,115
The Last of the High Kings,102
Heavy,105
Jack,113
I Shot Andy Warhol,103
The Grass Harp,107
Someone Else's America,96
Life is Rosy,80
Quartier Mozart,80
Touki Bouki,85
God's Gift,75
Spirits of the Dead,121
Babyfever,109
Pharaoh's  Army,90
Trainspotting,93
Til There Was You,113
Independence Day,145
Stealing Beauty,116
The Fan,116
The Hunchback of Notre Dame,91
The Cable Guy,96
Kingpin,113
Eraser,115
The Gate of Heavenly Peace,180
The Nutty Professor,95
"I, the Worst of All",105
An Unforgettable Summer,82
A Hungarian Fairy Tale,97
My Life and Times With Antonin Artaud,90
Midnight Dancers,100
Somebody to Love,102
A Very Natural Thing,80
The Old Lady Who Walked in the Sea,0
Daylight,115
The Frighteners,110
Lone Star,135
Harriet the Spy,100
Phenomenon,123
Walking and Talking,86
She's the One,96
A Time to Kill,149
American Buffalo,88
Rendezvous in Paris,94
Alaska,109
Fled,98
Kazaam,93
Magic Hunter,106
Larger Than Life,93
A Boy Called Hate,0
Power 98,89
Two Deaths,102
A Very Brady Sequel,90
Stefano Quantestorie,82
Death in the Garden,104
Hedd Wyn,123
La Collectionneuse,89
Kaspar Hauser,139
Regular Guys,100
Diebinnen,0
The Convent,91
The Adventures of Pinocchio,90
Joe's Apartment,78
The First Wives Club,102
Stonewall,99
Ransom,117
High School High,86
Phat Beach,89
Foxfire,102
Chain Reaction,107
Matilda,98
Emma,121
The Crow: City of Angels,84
House Arrest,108
Eyes Without a Face,90
Bordello of Blood,87
Lotto Land,87
The Story of Xinghua,90
The Day the Sun Turned Cold,99
Flirt,85
The Big Squeeze,98
The Spitfire Grill,117
Escape from L.A.,97
Cyclo,123
Basquiat,108
Tin Cup,135
Dingo,109
The Ballad of Narayama,98
Every Other Weekend,104
Mille bolle blu,0
Crows and Sparrows,113
The Godfather,175
Maybe... Maybe Not,90
Police Story 3: Supercop,95
Manny & Lo,88
Wife,89
Small Faces,108
Bound,108
Carpool,89
Death in Brunswick,109
Kansas City,116
Gone Fishin',94
Lover's Knot,82
Vive L'Amour,118
Shadow of Angels,101
Killer: A Journal of Murder,91
Nothing to Lose,0
Project S,104
Girls Town,90
Bye-Bye,104
The Relic,110
The Island of Dr. Moreau,96
First Kid,101
The Trigger Effect,94
Sweet Nothing,89
Bogus,110
Bulletproof,84
Talk of Angels,96
The Land Before Time III: The Time of the Great Giving,71
1-900,0
Baton Rouge,0
Halloween: The Curse of Michael Myers,88
Twelfth Night,134
Mother Night,114
Liebelei,88
Venice,110
Wild Reeds,115
For Whom the Bell Tolls,170
The Philadelphia Story,112
Singin' in the Rain,103
An American in Paris,113
Funny Face,103
Breakfast at Tiffany's,110
Vertigo,128
Rear Window,112
It Happened One Night,105
Gaslight,114
The Gay Divorcee,107
North by Northwest,136
The Apartment,125
Some Like It Hot,122
Charade,113
Casablanca,102
The Maltese Falcon,100
My Fair Lady,170
Sabrina,113
Roman Holiday,119
The Little Princess,93
Meet Me in St. Louis,113
The Wizard of Oz,102
Gone with the Wind,238
My Favorite Year,92
Sunset Boulevard,110
Citizen Kane,119
2001: A Space Odyssey,149
Golden Earrings,95
All About Eve,138
The Women,133
Rebecca,130
Foreign Correspondent,120
Notorious,102
Spellbound,111
An Affair to Remember,111
To Catch a Thief,106
Father of the Bride,92
The Band Wagon,112
Ninotchka,110
Love in the Afternoon,130
Gigi,116
The Reluctant Debutante,94
The Adventures of Robin Hood,102
The Mark of Zorro,94
Laura,88
The Ghost and Mrs. Muir,104
Lost Horizon,97
Top Hat,101
To Be or Not to Be,99
My Man Godfrey,94
Giant,201
East of Eden,115
The Thin Man,93
His Girl Friday,92
Around the World in Eighty Days,167
It's a Wonderful Life,130
Mr. Smith Goes to Washington,129
Bringing Up Baby,102
Penny Serenade,119
The Scarlet Letter,115
Lady of Burlesque,91
Of Human Bondage,83
Angel on My Shoulder,100
Little Lord Fauntleroy,102
They Made Me a Criminal,92
The Inspector General,101
Angel and the Badman,100
The 39 Steps,86
A Walk in the Sun,117
The Outlaw,116
Night of the Living Dead,96
The African Queen,105
Beat the Devil,89
Cat on a Hot Tin Roof,108
The Last Time I Saw Paris,116
Meet John Doe,122
Algiers,96
Something to Sing About,93
A Farewell to Arms,89
Moonlight Murder,65
Nothing Personal,83
"Yes, Madam",93
Dangerous Ground,95
Picnic,115
Madagascar Skin,96
The Pompatus of Love,99
Small Wonders,77
Fly Away Home,107
Bliss,103
Grace of My Heart,116
Brother of Sleep,127
Maximum Risk,100
Michael Collins,132
The Rich Man's Wife,94
Infinity,119
Big Night,107
Last Man Standing,101
Caught,110
Set It Off,118
2 Days in the Valley,104
Curdled,88
L'associÃ©,94
Ed's Next Move,88
Extreme Measures,118
The Glimmer Man,92
D3: The Mighty Ducks,104
The Chamber,113
The Apple Dumpling Gang,100
"Davy Crockett, King of the Wild Frontier",93
Escape to Witch Mountain,97
The Love Bug,107
Herbie Rides Again,88
Old Yeller,83
The Parent Trap,129
Pollyanna,134
Homeward Bound: The Incredible Journey,84
The Shaggy Dog,104
Swiss Family Robinson,126
That Darn Cat!,112
"20,000 Leagues Under the Sea",127
Cool Runnings,98
Angels in the Outfield,102
Cinderella,74
Winnie the Pooh and the Blustery Day,25
The Three Caballeros,71
The Sword in the Stone,79
So Dear to My Heart,79
Robin Hood: Prince of Thieves,143
Mary Poppins,139
Dumbo,64
Pete's Dragon,128
Bedknobs and Broomsticks,117
Alice in Wonderland,75
The Fox and the Hound,82
Freeway,110
The Sound of Music,174
Die Hard,131
The Lawnmower Man,108
Unhook the Stars,103
Synthetic Pleasures,85
The Secret Agent,95
Secrets & Lies,142
That Thing You Do!,108
To Gillian on Her 37th Birthday,93
Surviving Picasso,125
Love Is All There Is,105
Beautiful Thing,90
The Long Kiss Goodnight,120
The Ghost and the Darkness,109
Looking for Richard,112
Trees Lounge,95
The Proprietor,0
Normal Life,101
Get on the Bus,120
Shadow Conspiracy,103
Jude,123
Everyone Says I Love You,101
Bitter Sugar,102
Romeo + Juliet,120
Swingers,94
Sleepers,147
The Sunchaser,122
Johns,96
Aladdin and the King of Thieves,81
The Woman in Question,88
Shall We Dance,109
A Damsel in Distress,101
Crossfire,86
"Murder, My Sweet",95
Macao,81
For the Moment,115
Willy Wonka & the Chocolate Factory,100
The Sexual Life of the Belgians,85
The Innocents,100
Sleeper,89
Bananas,82
A Fish Called Wanda,108
Life of Brian,94
Victor/Victoria,132
The Candidate,110
The Great Race,160
Bonnie and Clyde,111
The Old Man and the Sea,86
Dial M for Murder,104
Madame Butterfly,135
Dirty Dancing,100
Reservoir Dogs,99
Platoon,120
Weekend at Bernie's,97
Basic Instinct,127
The Doors,140
The Crying Game,112
Glengarry Glen Ross,100
Sophie's Choice,151
E.T. the Extra-Terrestrial,115
The Search for One-eye Jimmy,80
A Christmas Carol,69
Days of Thunder,107
Top Gun,110
American Strays,97
Rebel Without a Cause,111
A Streetcar Named Desire,125
Children of the Corn IV: The Gathering,85
The Leopard Son,87
Charm's  Incidents,88
Bird of Prey,105
Microcosmos,80
Palookaville,92
The Associate,114
The Funeral,99
The Sleepover,6
A Single Girl,90
The Eighth Day,118
North Star,90
Drunks,90
The People vs. Larry Flynt,129
Glory Daze,100
A Perfect Candidate,105
On Golden Pond,109
The Return of the Pink Panther,113
Drop Dead Fred,103
The Abyss,139
The Fog,89
Escape from New York,99
The Howling,91
Jean de Florette,120
Manon of the Spring,120
Johnny 100 Pesos,90
Private Benjamin,109
Monty Python and the Holy Grail,91
Hustler White,79
Dadetown,93
Everything Relative,110
Entertaining Angels - The Dorothy Day Story,112
Three Lives and Only One Death,123
The Line King: The Al Hirschfeld Story,86
Snowriders,96
Curtis's Charm,74
When We Were Kings,89
The Wrong Trousers,30
JLG/JLG: Self-Portrait in December,62
The Return of Martin Guerre,122
Faust,97
He Walked by Night,79
Raw Deal,79
T-Men,92
The Children Are Watching Us,84
Pastoral Symphony,110
Here Comes Cookie,65
Love In Bloom,75
Six of a Kind,62
The Tin Drum,142
The Ruling Class,154
Mina Tannenbaum,0
2 or 3 Things I Know About Her,100
The Bloody Child,85
Dear God,112
Bad Moon,80
American Dream,98
Best of the Best 3: No Turning Back,90
Bob Roberts,102
Cinema Paradiso,124
"The Cook, the Thief, His Wife & Her Lover",125
Dead Tired,0
Delicatessen,99
The Double Life of Veronique,97
Enchanted April,89
Paths of Glory,88
The Grifters,110
Hear My Song,113
The Shooter,91
The English Patient,162
Mediterraneo,96
My Left Foot: The Story of Christy Brown,103
"Sex, Lies, and Videotape",100
Passion Fish,135
Strictly Ballroom,94
The Thin Blue Line,103
Tie Me Up! Tie Me Down!,111
Madonna: Truth or Dare,119
Paris is Burning,71
One Flew Over the Cuckoo's Nest,133
Up in Smoke,86
The Empire Strikes Back,124
The Princess Bride,98
Raiders of the Lost Ark,115
Brazil,132
Aliens,137
"The Good, the Bad and the Ugly",161
Withnail & I,107
12 Angry Men,96
Lawrence of Arabia,216
A Clockwork Orange,136
To Kill a Mockingbird,129
Apocalypse Now,153
Once Upon a Time in the West,175
Return of the Jedi,135
Wings of Desire,128
The Third Man,104
GoodFellas,145
Alien,117
Army of Darkness,81
The Big Blue,168
Ran,162
The Killer,110
Psycho,109
The Blues Brothers,133
The Godfather: Part II,200
Full Metal Jacket,116
A Grand Day Out,23
Henry V,137
Amadeus,160
The Quiet Man,129
Once Upon a Time in America,229
Raging Bull,129
Annie Hall,93
The Right Stuff,193
Stalker,163
Das Boot,149
The Sting,129
Harold and Maude,91
Trust,107
The Seventh Seal,96
Local Hero,111
The Terminator,108
Braindead,104
Glory,122
Rosencrantz & Guildenstern Are Dead,117
Manhattan,96
Miller's Crossing,115
Dead Poets Society,129
The Graduate,106
Touch of Evil,95
La Femme Nikita,115
The Bridge on the River Kwai,161
8Â½,138
Chinatown,130
The Day the Earth Stood Still,92
The Treasure of the Sierra Madre,126
Bad Taste,91
Duck Soup,68
Better Off Dead...,97
The Shining,144
Stand by Me,89
M,117
Evil Dead II,84
The Great Escape,172
The Deer Hunter,183
Diva,117
Groundhog Day,101
Unforgiven,131
The Manchurian Candidate,126
Pump up the Volume,105
Arsenic and Old Lace,118
Back to the Future,116
Fried Green Tomatoes,130
Patton,172
Down by Law,107
Akira,124
Highlander,116
Cool Hand Luke,126
Cyrano de Bergerac,137
Young Frankenstein,106
Night on Earth,129
Raise the Red Lantern,125
The Great Dictator,125
Fantasia,124
High Noon,85
The Big Sleep,116
Heathers,102
Somewhere in Time,103
Ben-Hur,212
This Is Spinal Tap,82
Koyaanisqatsi,87
Some Kind of Wonderful,95
Indiana Jones and the Last Crusade,127
Being There,130
Gandhi,191
The Unbearable Lightness of Being,171
A Room with a View,117
Real Genius,106
Pink Floyd: The Wall,95
The Killing Fields,141
My Life as a Dog,101
Forbidden Planet,98
Field of Dreams,107
The Man Who Would Be King,129
Butch Cassidy and the Sundance Kid,110
"Paris, Texas",147
Until the End of the World,287
When Harry Met Sally...,96
I Shot a Man in Vegas,86
Parallel Sons,93
Hype!,84
Santa with Muscles,93
Female Perversions,119
Mad Dog Time,93
Breathing Room,90
Paris Was a Woman,75
I'm Not Rappaport,135
Blue Juice,90
Kids of Survival,0
AlienÂ³,114
An American Werewolf in London,97
Amityville: It's About Time,91
Amityville 3-D,105
Amityville: Dollhouse,93
Amityville: A New Generation,90
Amityville II: The Possession,104
The Amityville Horror,117
The Amityville Curse,91
Blood for Dracula,103
April Fool's Day,89
Audrey Rose,113
The Believers,114
The Birds,119
The Blob,86
Blood Beach,92
Body Parts,88
The Body Snatcher,77
Dracula,128
Bride of Frankenstein,75
Burnt Offerings,116
Candyman,99
Cape Fear,128
Cape Fear,105
Carrie,98
Cat People,118
A Nightmare on Elm Street,91
Nosferatu,94
Vampire in Venice,97
The Omen,111
Blood and Wine,101
Albino Alligator,97
The Mirror Has Two Faces,126
Breaking the Waves,159
Nightwatch,102
Star Trek: First Contact,111
Shine,105
Sling Blade,135
Jingle All the Way,89
Identification of a Woman,128
Paradise Lost: The Child Murders at Robin Hood Hills,150
The Preacher's Wife,124
Zero Kelvin,118
Ridicule,102
The Crucible,124
101 Dalmatians,103
The Forbidden Christ,0
I Can't Sleep,112
Die Hard 2,124
Star Trek: The Motion Picture,132
Star Trek VI: The Undiscovered Country,113
