229,Eat Drink Man Woman,123
230,Exotica,103
231,Exit to Eden,113
232,Ed Wood,127
233,French Kiss,111
234,Forget Paris,101
235,Far from Home: The Adventures of Yellow Dog,87
236,A Goofy Movie,78
237,Hideaway,103
238,Fluke,96
239,Farinelli,111
240,Gordy,90
241,Gumby: The Movie,77
242,The Glass Shield,109
243,Hoop Dreams,171
244,Heavenly Creatures,99
245,Houseguest,113
246,Immortal Beloved,121
247,Heavyweights,100
248,The Hunted,106
249,I.Q.,100
250,Interview with the Vampire,123
251,Jefferson in Paris,139
252,The Jerky Boys,82
253,Junior,109
254,Just Cause,102
255,A Kid in King Arthur's Court,89
256,Kiss of Death,101
257,Star Wars,121
258,Little Women,115
259,A Little Princess,97
260,Ladybird Ladybird,101
261,L'Enfer,100
262,Like Water for Chocolate,105
263,Legends of the Fall,133
264,Major Payne,95
265,Little Odessa,98
266,Mi Vida Loca,92
267,Love Affair,108
268,Losing Isaiah,106
269,The Madness of King George,107
270,Mary Shelley's Frankenstein,123
271,Man of the House,96
272,Mixed Nuts,97
273,Milk Money,108
274,Miracle on 34th Street,114
275,Miami Rhapsody,95
276,My Family,128
277,Murder in the First,122
278,Nobody's Fool,110
279,Nell,112
280,New Jersey Drive,98
281,New York Cop,93
282,Beyond Bedlam,89
283,Nemesis 2 - Nebula,83
284,Nina Takes a Lover,100
285,Natural Born Killers,119
286,Only You,115
287,Once Were Warriors,99
288,Poison Ivy II: Lily,106
289,Outbreak,127
290,Leon: The Professional,110
291,The Perez Family,113
292,A Pyromaniac's Love Story,94
293,Pulp Fiction,154
294,Panther,124
295,Pushing Hands,105
296,Priest,98
297,Quiz Show,133
298,Picture Bride,94
299,Queen Margot,162
300,The Quick and the Dead,107
301,Roommates,108
302,PrÃªt-Ã -Porter,133
303,Three Colors: Red,99
304,Three Colors: Blue,98
305,Three Colors: White,91
306,"Red Firecracker, Green Firecracker",111
307,Rent-a-Kid,85
308,Relative Fear,90
309,Stuart Saves His Family,95
310,The Swan Princess,89
311,The Secret of Roan Inish,97
312,The Specialist,110
313,Stargate,121
314,The Santa Clause,97
315,The Shawshank Redemption,142
316,Shallow Grave,92
317,Suture,96
318,Strawberry and Chocolate,108
319,Swimming with Sharks,101
320,The Sum of Us,100
321,Senior Trip,91
322,To Live,125
323,Tank Girl,98
324,Tales from the Crypt: Demon Knight,92
325,Star Trek: Generations,118
326,Tales from the Hood,98
327,Tom & Viv,115
328,Village of the Damned,99
329,Tommy Boy,97
330,Vanya on 42nd Street,119
331,The Underneath,99
332,The Walking Dead,88
333,What's Eating Gilbert Grape,118
334,Virtuosity,106
335,While You Were Sleeping,103
336,The War,126
337,Double Happiness,87
338,Muriel's Wedding,106
339,The Baby-Sitters Club,94
340,Ace Ventura: Pet Detective,86
341,"The Adventures of Priscilla, Queen of the Desert",104
342,Backbeat,100
343,Bitter Moon,139
344,Bullets Over Broadway,98
345,Clear and Present Danger,141
346,The Client,119
347,"Corrina, Corrina",115
348,Crooklyn,115
349,The Crow,102
350,Cobb,128
351,The Flintstones,91
352,Forrest Gump,142
353,Four Weddings and a Funeral,117
354,Higher Learning,127
355,I Like It Like That,104
356,I Love Trouble,123
357,It Could Happen to You,101
358,The Jungle Book,111
359,"The Wonderful, Horrible Life of Leni Riefenstahl",180
360,The Lion King,89
361,Little Buddha,140
362,New Nightmare,112
363,The Mask,101
364,Maverick,127
365,Mrs. Parker and the Vicious Circle,125
366,The Naked Gun 33â…“: The Final Insult,83
367,The Paper,112
368,Reality Bites,99
369,Red Rock West,98
370,RiÂ¢hie RiÂ¢h,95
371,Safe Passage,98
372,The River Wild,111
373,Speed,116
374,Speechless,99
375,Timecop,99
376,True Lies,141
377,When a Man Loves a Woman,126
378,Wolf,125
379,Wyatt Earp,191
380,Bad Company,108
381,A Man of No Importance,99
382,S.F.W.,96
383,A Low Down Dirty Shame,100
384,"Boys Life: Three Stories of Love, Lust, and Liberation",91
385,Colonel Chabert,110
386,"Faster, Pussycat! Kill! Kill!",83
387,Jason's Lyric,119
388,The Secret Adventures of Tom Thumb,61
389,Street Fighter,102
390,Coldblooded,92
391,Desert Winds,97
392,Fall Time,88
393,The Fear,98
394,Frank and Ollie,89
395,Girl in the Cadillac,89
396,Homage,97
397,Mirage,92
398,Open Season,97
399,Dos CrÃ­menes,0
400,Brother Minister: The Assassination of Malcolm X,115
401,Highlander: The Final Dimension,99
402,Federal Hill,97
403,In the Mouth of Madness,95
404,8 Seconds,105
405,Above the Rim,96
406,Addams Family Values,94
407,Martin Lawrence: You So Crazy,84
408,The Age of Innocence,139
409,Airheads,92
410,The Air Up There,107
411,Another Stakeout,105
412,Bad Girls,99
413,Barcelona,100
414,Being Human,122
415,The Beverly Hillbillies,93
416,Beverly Hills Cop III,104
417,Black Beauty,88
418,Blink,106
419,Blown Away,121
420,Blue Chips,108
421,Blue Sky,101
422,Body Snatchers,87
423,Boxing Helena,107
424,A Bronx Tale,121
425,Cabin Boy,80
426,Calendar Girl,90
427,Carlito's Way,144
428,City Slickers II: The Legend of Curly's Gold,116
429,Clean Slate,107
430,Cliffhanger,112
431,Coneheads,88
432,Color of Night,121
433,Cops & Robbersons,93
434,The Cowboy Way,102
435,Dangerous Game,108
436,Dave,110
437,Dazed and Confused,102
438,Demolition Man,115
439,The Endless Summer 2,109
440,Even Cowgirls Get the Blues,96
441,Fatal Instinct,91
442,Farewell My Concubine,171
443,The Favor,97
444,Fearless,122
445,Fear of a Black Hat,88
446,With Honors,103
447,Flesh and Bone,126
448,Widows' Peak,101
449,For Love or Money,94
450,The Firm,154
451,Free Willy,112
452,Fresh,114
453,The Fugitive,130
454,Geronimo: An American Legend,115
455,The Getaway,115
456,Getting Even with Dad,109
457,Go Fish,83
458,A Good Man in Africa,94
459,Guilty as Sin,107
460,Hard Target,97
461,Heaven & Earth,140
462,Hot Shots! Part Deux,86
463,Live Nude Girls,95
464,The Englishman Who Went Up a Hill But Came Down a Mountain,99
465,The House of the Spirits,140
466,House Party 3,100
467,The Hudsucker Proxy,111
468,I'll Do Anything,115
469,In the Army Now,91
470,In the Line of Fire,128
471,In the Name of the Father,133
472,The Inkwell,110
473,What's Love Got to Do with It,118
474,Jimmy Hollywood,112
475,Judgment Night,110
476,Jurassic Park,127
477,Kalifornia,117
478,Killing Zoe,96
479,King of the Hill,103
480,Lassie,94
481,Last Action Hero,130
482,Life With Mikey,91
483,Lightning Jack,98
484,M. Butterfly,101
485,Made in America,111
486,Malice,107
487,The Man without a Face,114
488,Manhattan Murder Mystery,104
489,Menace II Society,97
490,Executive Decision,133
491,In the Realm of the Senses,105
492,What Happened Was...,91
493,Much Ado About Nothing,111
494,Mr. Jones,114
495,Mr. Wonderful,98
496,Mrs. Doubtfire,125
497,Naked,131
498,The Next Karate Kid,107
499,The New Age,112
500,No Escape,118
501,North,87
502,Orlando,93
503,A Perfect World,138
504,Philadelphia,125
505,The Piano,121
506,Poetic Justice,109
507,The Program,112
508,The Puppet Masters,109
509,Radioland Murders,108
510,The Ref,97
511,The Remains of the Day,134
512,Renaissance Man,128
513,Rising Sun,125
514,The Road to Wellville,118
515,RoboCop 3,104
516,Robin Hood: Men in Tights,104
517,Romeo Is Bleeding,100
518,Romper Stomper,94
519,Ruby in Paradise,114
520,Rudy,114
521,The Saint of Fort Washington,99
522,Savage Nights,126
523,Schindler's List,195
524,The Scout,101
525,Searching for Bobby Fischer,110
526,Second Best,105
527,The Secret Garden,102
528,Serial Mom,95
529,The Shadow,108
530,Shadowlands,131
531,Short Cuts,187
532,A Simple Twist of Fate,106
533,Sirens,98
534,Six Degrees of Separation,112
535,Sleepless in Seattle,105
536,Sliver,108
537,Blade Runner,117
538,Son in Law,95
539,So I Married an Axe Murderer,93
540,Striking Distance,102
541,Harem,113
542,Super Mario Bros.,104
543,Surviving the Game,96
544,Terminal Velocity,102
545,Thirty Two Short Films About Glenn Gould,93
546,Threesome,93
547,The Nightmare Before Christmas,76
548,The Three Musketeers,105
549,Tombstone,130
550,Trial by Jury,107
551,True Romance,120
552,The War Room,96
553,The Pagemaster,80
554,"Paris, France",112
555,"The Beans of Egypt, Maine",0
556,Killer,97
557,Welcome to the Dollhouse,88
558,Germinal,160
559,Chasers,102
560,Cronos,94
561,Naked in New York,95
562,Kika,117
563,Bhaji on the Beach,100
564,Little Big League,119
565,The Slingshot,102
566,Wide Eyed and Legless,102
567,Foreign Student,90
568,"Ciao, Professore!",100
569,Spanking the Monkey,106
570,The Little Rascals,82
571,Ã€ la mode,82
572,Andre,94
573,The Escort,92
574,Princess Caraboo,97
575,The Celluloid Closet,102
576,CafÃ© au Lait,94
577,Dear Diary,100
578,I Don't Want to Talk About It,106
579,The Brady Bunch Movie,84
580,Home Alone,103
581,Ghost,127
582,Aladdin,90
583,Terminator 2: Judgment Day,137
584,Dances with Wolves,181
585,Tough and Deadly,92
586,Batman,126
587,The Silence of the Lambs,119
588,Snow White and the Seven Dwarfs,83
589,Beauty and the Beast,84
590,Pinocchio,88
591,Pretty Woman,119
592,Window to Paris,87
593,The Wild Bunch,145
594,Love and a .45,101
595,The Wooden Man's Bride,113
596,A Great Day in Harlem,60
597,Bye Bye Love,106
598,One Fine Day,108
599,Candyman: Farewell to the Flesh,93
600,Century,112
601,Fargo,98
602,Homeward Bound II: Lost in San Francisco,89
603,Heavy Metal,90
604,Hellraiser: Bloodline,86
605,The Pallbearer,97
606,Jane Eyre,112
607,Loaded,91
608,Bread and Chocolate,100
609,The Aristocats,78
610,The Flower of My Secret,107
611,Two Much,118
612,Ed,94
613,Scream of Stone,105
614,My Favorite Season,127
615,A Modern Affair,90
616,Condition Red,83
617,Halfaouine: Boy of the Terraces,98
618,A Thin Line Between Love and Hate,108
619,The Last Supper,92
620,Primal Fear,129
621,Rude,89
622,Carried Away,109
623,All Dogs Go to Heaven 2,82
624,Land and Freedom,109
625,Denise Calls Up,80
626,Theodore Rex,92
627,A Family Thing,109
628,Frisk,88
629,Sgt. Bilko,90
630,Jack & Sarah,110
631,Girl 6,108
632,Diabolique,107
633,"Little Indian, Big City",90
634,Roula,97
635,Peanuts â€“ Die Bank zahlt alles,0
636,Happy Weekend,0
637,Nelly and Monsieur Arnaud,106
638,Courage Under Fire,117
639,Mission: Impossible,110
640,Cold Fever,85
641,Moll Flanders,123
642,The Superwife,86
643,"301, 302",100
644,DragonHeart,103
645,Und keiner weint mir nach,0
646,My Mother's Courage,93
647,Eddie,100
648,Yankee Zulu,100
649,Billy's Holiday,92
650,Purple Noon,115
651,August,94
652,James and the Giant Peach,79
653,Fear,97
654,Kids in the Hall: Brain Candy,89
655,Faithful,91
656,Underground,170
657,All Things Fair,130
658,Bloodsport II,90
659,Pather Panchali,125
660,The World of Apu,117
661,Mystery Science Theater 3000: The Movie,73
662,Tarantella,100
663,Space Jam,88
664,Barbarella,98
665,Hostile Intentions,90
666,They Bite,98
667,Some Folks Call It a Sling Blade,25
668,The Run of the Country,0
669,Alphaville,100
670,Coup de Torchon,128
671,Tigrero: A Film That Was Never Made,75
672,The Eye of Vichy,110
673,Windows,96
674,It's My Party,110
675,Country Life,118
676,Operation Dumbo Drop,107
677,The Promise,115
678,Mrs. Winterbourne,105
679,Solo,94
680,Under The Domim Tree,0
681,The Substitute,114
682,True Crime,94
683,Butterfly Kiss,88
684,Feeling Minnesota,99
685,Delta of Venus,99
686,To Cross the Rubicon,0
687,Angus,90
688,Priest Daens,138
689,Faces,130
690,Boys,86
691,The Quest,95
692,Cosi,102
693,Sunset Park,99
694,Mulholland Falls,107
695,The Truth About Cats & Dogs,93
696,Oliver & Company,74
697,Celtic Pride,91
698,Flipper,95
699,Captives,100
700,Of Love and Shadows,103
701,Dead Man,121
702,The Horseman on the Roof,135
703,Switchblade Sisters,91
704,Mouth to Mouth,106
705,The Visitors,107
706,Multiplicity,117
707,"The Haunted World of Edward D. Wood, Jr.",112
708,Two Friends,86
709,The Craft,101
710,The Great White Hype,91
711,Last Dance,103
712,War Stories Our Mother Never Told Us,95
713,Cold Comfort Farm,95
714,"Institute Benjamenta, or This Dream People Call Human Life",104
715,Heaven's Prisoners,132
716,Original Gangstas,99
717,The Rock,136
718,Getting Away with Murder,91
719,Cemetery Man,105
720,Twister,113
721,Barb Wire,98
722,Le GarÃ§u,102
723,Honeymoon,92
724,Ghost in the Shell,83
725,Thinner,92
726,Spy Hard,81
727,Brothers in Trouble,102
728,A Close Shave,30
729,Force of Evil,78
730,The Stupids,94
731,The Arrival,115
732,The Man from Down Under,103
733,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,95
734,Careful,100
735,Vermont Is for Lovers,88
736,A Month by the Lake,92
737,Gold Diggers: The Secret of Bear Mountain,94
738,Kim,113
739,Carmen Miranda: Bananas Is My Business,91
740,Ashes of Time,100
741,The Jar,86
742,Maya Lin: A Strong Clear Vision,105
743,Stalingrad,134
744,The Phantom,100
745,Striptease,115
746,The Last of the High Kings,102
747,Heavy,105
748,Jack,113
749,I Shot Andy Warhol,103
750,The Grass Harp,107
751,Someone Else's America,96
752,Life is Rosy,80
753,Quartier Mozart,80
754,Touki Bouki,85
755,God's Gift,75
756,Spirits of the Dead,121
757,Babyfever,109
758,Pharaoh's  Army,90
759,Trainspotting,93
760,Til There Was You,113
761,Independence Day,145
762,Stealing Beauty,116
763,The Fan,116
764,The Hunchback of Notre Dame,91
765,The Cable Guy,96
766,Kingpin,113
767,Eraser,115
768,The Gate of Heavenly Peace,180
769,The Nutty Professor,95
770,"I, the Worst of All",105
771,An Unforgettable Summer,82
772,A Hungarian Fairy Tale,97
773,My Life and Times With Antonin Artaud,90
774,Midnight Dancers,100
775,Somebody to Love,102
776,A Very Natural Thing,80
777,The Old Lady Who Walked in the Sea,0
778,Daylight,115
779,The Frighteners,110
780,Lone Star,135
781,Harriet the Spy,100
782,Phenomenon,123
783,Walking and Talking,86
784,She's the One,96
785,A Time to Kill,149
786,American Buffalo,88
787,Rendezvous in Paris,94
788,Alaska,109
789,Fled,98
790,Kazaam,93
791,Magic Hunter,106
792,Larger Than Life,93
793,A Boy Called Hate,0
794,Power 98,89
795,Two Deaths,102
796,A Very Brady Sequel,90
797,Stefano Quantestorie,82
798,Death in the Garden,104
799,Hedd Wyn,123
800,La Collectionneuse,89
801,Kaspar Hauser,139
802,Regular Guys,100
803,Diebinnen,0
804,The Convent,91
805,The Adventures of Pinocchio,90
806,Joe's Apartment,78
807,The First Wives Club,102
808,Stonewall,99
809,Ransom,117
810,High School High,86
811,Phat Beach,89
812,Foxfire,102
813,Chain Reaction,107
814,Matilda,98
815,Emma,121
816,The Crow: City of Angels,84
817,House Arrest,108
818,Eyes Without a Face,90
819,Bordello of Blood,87
820,Lotto Land,87
821,The Story of Xinghua,90
822,The Day the Sun Turned Cold,99
823,Flirt,85
824,The Big Squeeze,98
825,The Spitfire Grill,117
826,Escape from L.A.,97
827,Cyclo,123
828,Basquiat,108
829,Tin Cup,135
830,Dingo,109
831,The Ballad of Narayama,98
832,Every Other Weekend,104
833,Mille bolle blu,0
834,Crows and Sparrows,113
835,The Godfather,175
836,Maybe... Maybe Not,90
837,Police Story 3: Supercop,95
838,Manny & Lo,88
839,Wife,89
840,Small Faces,108
841,Bound,108
842,Carpool,89
843,Death in Brunswick,109
844,Kansas City,116
845,Gone Fishin',94
846,Lover's Knot,82
847,Vive L'Amour,118
848,Shadow of Angels,101
849,Killer: A Journal of Murder,91
850,Nothing to Lose,0
851,Project S,104
852,Girls Town,90
853,Bye-Bye,104
854,The Relic,110
855,The Island of Dr. Moreau,96
856,First Kid,101
857,The Trigger Effect,94
858,Sweet Nothing,89
859,Bogus,110
860,Bulletproof,84
861,Talk of Angels,96
862,The Land Before Time III: The Time of the Great Giving,71
863,1-900,0
864,Baton Rouge,0
865,Halloween: The Curse of Michael Myers,88
866,Twelfth Night,134
867,Mother Night,114
868,Liebelei,88
869,Venice,110
870,Wild Reeds,115
871,For Whom the Bell Tolls,170
872,The Philadelphia Story,112
873,Singin' in the Rain,103
874,An American in Paris,113
875,Funny Face,103
876,Breakfast at Tiffany's,110
877,Vertigo,128
878,Rear Window,112
879,It Happened One Night,105
880,Gaslight,114
881,The Gay Divorcee,107
882,North by Northwest,136
883,The Apartment,125
884,Some Like It Hot,122
885,Charade,113
886,Casablanca,102
887,The Maltese Falcon,100
888,My Fair Lady,170
889,Sabrina,113
890,Roman Holiday,119
891,The Little Princess,93
892,Meet Me in St. Louis,113
893,The Wizard of Oz,102
894,Gone with the Wind,238
895,My Favorite Year,92
896,Sunset Boulevard,110
897,Citizen Kane,119
898,2001: A Space Odyssey,149
899,Golden Earrings,95
900,All About Eve,138
901,The Women,133
902,Rebecca,130
903,Foreign Correspondent,120
904,Notorious,102
905,Spellbound,111
906,An Affair to Remember,111
907,To Catch a Thief,106
908,Father of the Bride,92
909,The Band Wagon,112
910,Ninotchka,110
911,Love in the Afternoon,130
912,Gigi,116
913,The Reluctant Debutante,94
914,The Adventures of Robin Hood,102
915,The Mark of Zorro,94
916,Laura,88
917,The Ghost and Mrs. Muir,104
918,Lost Horizon,97
919,Top Hat,101
920,To Be or Not to Be,99
921,My Man Godfrey,94
922,Giant,201
923,East of Eden,115
924,The Thin Man,93
925,His Girl Friday,92
926,Around the World in Eighty Days,167
927,It's a Wonderful Life,130
928,Mr. Smith Goes to Washington,129
929,Bringing Up Baby,102
930,Penny Serenade,119
931,The Scarlet Letter,115
932,Lady of Burlesque,91
933,Of Human Bondage,83
934,Angel on My Shoulder,100
935,Little Lord Fauntleroy,102
936,They Made Me a Criminal,92
937,The Inspector General,101
938,Angel and the Badman,100
939,The 39 Steps,86
940,A Walk in the Sun,117
941,The Outlaw,116
942,Night of the Living Dead,96
943,The African Queen,105
944,Beat the Devil,89
945,Cat on a Hot Tin Roof,108
946,The Last Time I Saw Paris,116
947,Meet John Doe,122
948,Algiers,96
949,Something to Sing About,93
950,A Farewell to Arms,89
951,Moonlight Murder,65
952,Nothing Personal,83
953,"Yes, Madam",93
954,Dangerous Ground,95
955,Picnic,115
956,Madagascar Skin,96
957,The Pompatus of Love,99
958,Small Wonders,77
959,Fly Away Home,107
960,Bliss,103
961,Grace of My Heart,116
962,Brother of Sleep,127
963,Maximum Risk,100
964,Michael Collins,132
965,The Rich Man's Wife,94
966,Infinity,119
967,Big Night,107
968,Last Man Standing,101
969,Caught,110
970,Set It Off,118
971,2 Days in the Valley,104
972,Curdled,88
973,L'associÃ©,94
974,Ed's Next Move,88
975,Extreme Measures,118
976,The Glimmer Man,92
977,D3: The Mighty Ducks,104
978,The Chamber,113
979,The Apple Dumpling Gang,100
980,"Davy Crockett, King of the Wild Frontier",93
981,Escape to Witch Mountain,97
982,The Love Bug,107
983,Herbie Rides Again,88
984,Old Yeller,83
985,The Parent Trap,129
986,Pollyanna,134
987,Homeward Bound: The Incredible Journey,84
988,The Shaggy Dog,104
989,Swiss Family Robinson,126
990,That Darn Cat!,112
991,"20,000 Leagues Under the Sea",127
992,Cool Runnings,98
993,Angels in the Outfield,102
994,Cinderella,74
995,Winnie the Pooh and the Blustery Day,25
996,The Three Caballeros,71
997,The Sword in the Stone,79
998,So Dear to My Heart,79
999,Robin Hood: Prince of Thieves,143
1000,Mary Poppins,139
1001,Dumbo,64
1002,Pete's Dragon,128
1003,Bedknobs and Broomsticks,117
1004,Alice in Wonderland,75
1005,The Fox and the Hound,82
1006,Freeway,110
1007,The Sound of Music,174
1008,Die Hard,131
1009,The Lawnmower Man,108
1010,Unhook the Stars,103
1011,Synthetic Pleasures,85
1012,The Secret Agent,95
1013,Secrets & Lies,142
1014,That Thing You Do!,108
1015,To Gillian on Her 37th Birthday,93
1016,Surviving Picasso,125
1017,Love Is All There Is,105
1018,Beautiful Thing,90
1019,The Long Kiss Goodnight,120
1020,The Ghost and the Darkness,109
1021,Looking for Richard,112
1022,Trees Lounge,95
1023,The Proprietor,0
1024,Normal Life,101
1025,Get on the Bus,120
1026,Shadow Conspiracy,103
1027,Jude,123
1028,Everyone Says I Love You,101
1029,Bitter Sugar,102
1030,Romeo + Juliet,120
1031,Swingers,94
1032,Sleepers,147
1033,The Sunchaser,122
1034,Johns,96
1035,Aladdin and the King of Thieves,81
1036,The Woman in Question,88
1037,Shall We Dance,109
1038,A Damsel in Distress,101
1039,Crossfire,86
1040,"Murder, My Sweet",95
1041,Macao,81
1042,For the Moment,115
1043,Willy Wonka & the Chocolate Factory,100
1044,The Sexual Life of the Belgians,85
1045,The Innocents,100
1046,Sleeper,89
1047,Bananas,82
1048,A Fish Called Wanda,108
1049,Life of Brian,94
1050,Victor/Victoria,132
1051,The Candidate,110
1052,The Great Race,160
1053,Bonnie and Clyde,111
1054,The Old Man and the Sea,86
1055,Dial M for Murder,104
1056,Madame Butterfly,135
1057,Dirty Dancing,100
1058,Reservoir Dogs,99
1059,Platoon,120
1060,Weekend at Bernie's,97
1061,Basic Instinct,127
1062,The Doors,140
1063,The Crying Game,112
1064,Glengarry Glen Ross,100
1065,Sophie's Choice,151
1066,E.T. the Extra-Terrestrial,115
1067,The Search for One-eye Jimmy,80
1068,A Christmas Carol,69
1069,Days of Thunder,107
1070,Top Gun,110
1071,American Strays,97
1072,Rebel Without a Cause,111
1073,A Streetcar Named Desire,125
1074,Children of the Corn IV: The Gathering,85
1075,The Leopard Son,87
1076,Charm's  Incidents,88
1077,Bird of Prey,105
1078,Microcosmos,80
1079,Palookaville,92
1080,The Associate,114
1081,The Funeral,99
1082,The Sleepover,6
1083,A Single Girl,90
1084,The Eighth Day,118
1085,North Star,90
1086,Drunks,90
1087,The People vs. Larry Flynt,129
1088,Glory Daze,100
1089,A Perfect Candidate,105
1090,On Golden Pond,109
1091,The Return of the Pink Panther,113
1092,Drop Dead Fred,103
1093,The Abyss,139
1094,The Fog,89
1095,Escape from New York,99
1096,The Howling,91
1097,Jean de Florette,120
1098,Manon of the Spring,120
1099,Johnny 100 Pesos,90
1100,Private Benjamin,109
1101,Monty Python and the Holy Grail,91
1102,Hustler White,79
1103,Dadetown,93
1104,Everything Relative,110
1105,Entertaining Angels - The Dorothy Day Story,112
1106,Three Lives and Only One Death,123
1107,The Line King: The Al Hirschfeld Story,86
1108,Snowriders,96
